dl,cs,cs0,cs1,cs2,cs3,cs4,cs5,t0,t1,t2,t3,t4,t5
(1.0390179662893537+0j),(2.15483168917364+0j),(0.34938863401679526-0.09536285749489029j),(0.6064825525274661+0.561454186758244j),(0.17272776656589764-0.5425771512639674j),(0.15749096733867107-0.6237549902668947j),(0.8678771231460827+1.4761886937213402j),(0.0008600645729084738-0.059590044265205755j),(-0.9306676999654444+0.2540183698209132j),(-0.53849655014133-0.49851581281561785j),(-0.09201910856798202+0.28905292288149576j),(-0.059929889800171936+0.23735690027616888j),(-0.25686302917982307-0.43690320829720225j),(-0.00020826881325614315+0.014430018619446339j)
(1.0397359376800834+0j),(1.7143076091700444+0j),(0.34955788128103066-0.09411771099298472j),(0.6056637590365702+0.560677620203247j),(0.18530288037831805-0.5594747965748332j),(0.15906845366324437-0.6262102806383323j),(0.4138362810267823+1.1068244361012716j),(0.0008736227766134985-0.06001632215889232j),(-0.9324057927669877+0.25104826305225225j),(-0.5385130070830915-0.49851454169905385j),(-0.0988548611451536+0.29846704604214847j),(-0.060613851947804484+0.23862064642409747j),(-0.12265123280630916-0.3280364429410271j),(-0.00021184446806776037+0.014553336043296379j)
(1.040453909070813+0j),(1.5325849309063246+0j),(0.34977265081558806-0.0927769083571108j),(0.6048742718467905+0.5599005253317003j),(0.19940593291608943-0.5775005492659485j),(0.16064772804366567-0.6286471485931905j),(0.2169920529383285+0.8270761956695862j),(0.0008874134231439446-0.06044631345736012j),(-0.934267614953508+0.24781371754322185j),(-0.5385540597941028-0.4985113684494995j),(-0.10652548443606982+0.3085090040853435j),(-0.06130021453204177+0.23988017473390214j),(-0.06440013321346552-0.24546436819944645j),(-0.0002154858488754174+0.014677854568170098j)
(1.0411718804615422+0j),(1.4543743019975353+0j),(0.35003535111226636-0.09133122630027862j),(0.604112617456539+0.559123004630605j),(0.21528358000893288-0.5967315070937359j),(0.1622293306599534-0.6310667854678303j),(0.12180694915325309+0.6285044196772466j),(0.0009014427162613302-0.06088011994814069j),(-0.9362601135615203+0.2442889954854484j),(-0.5386185005091095-0.49850638051927465j),(-0.11516632730186589+0.31922256241949026j),(-0.061989188505862144+0.24113591398679468j),(-0.0362004668272714-0.18678863195804776j),(-0.0002191947073642203+0.014803602975103183j)
(1.041889851852272+0j),(1.4230668870041299+0j),(0.35034845784337476-0.08977024946200038j),(0.6033773867585103+0.5583451525061153j),(0.23323134723199399-0.6172424415508648j),(0.1638138071575524-0.6334703611874628j),(0.07137498985838162+0.484496176398155j),(0.000915717113543645-0.06131784729970185j),(-0.9383904518130982+0.24044502855976843j),(-0.538705171854216-0.4984996586475618j),(-0.1249396504572895+0.33065047134534653j),(-0.06268098805647676+0.2423882872433001j),(-0.021241585018797592-0.14418869610578627j),(-0.0002229728656696835+0.014930611131861232j)
(1.0426078232430012+0j),(1.4161208928377573+0j),(0.3507144853596814-0.08808217919409185j),(0.6026672308279836+0.5575670561920987j),(0.2536047206190412-0.6391009158696824j),(0.16540170947659955-0.6358590263302416j),(0.04279717171627509+0.3765308577267506j),(0.0009302433412410624-0.06175960529865452j),(-0.9406659339710018+0.23624888282797107j),(-0.5388129634652518-0.49849127762383666j),(-0.1360407575614726+0.342831839016701j),(-0.06337583093945252+0.24363771258199426j),(-0.012754230826353146-0.11221212243951742j),(-0.00022682222044039565+0.015058910057527741j)
(1.0433257946337307+0j),(1.4237147084497486+0j),(0.3511359445607794-0.0862536060437305j),(0.6019808570000432+0.5567887965703576j),(0.27683286657747325-0.6623596935517202j),(0.1669935967009596-0.6382339141201337j),(0.025820932825456805+0.2930135181472178j),(0.0009450284101940097-0.062205508102422875j),(-0.9430938929629653+0.23166312183626475j),(-0.5389408088344946-0.49848130697882287j),(-0.148705588183072+0.3557980272938547j),(-0.0640739388230771+0.24488460381733612j),(-0.007705646151364721-0.08744294807904568j),(-0.0002307447471909017+0.015188531991359321j)
(1.0440437660244601+0j),(1.4413443859354163+0j),(0.351615282016989-0.08426923807413146j),(0.6013170252112966+0.556010448911994j),(0.3034354942662316-0.6870450905006645j),(0.1685900359295135-0.6405961423560851j),(0.015420835094168582+0.22663846651759081j),(0.000960079632904543-0.06265567450867955j),(-0.9456815266480887+0.2266450458417942j),(-0.5390876823662722-0.49846981161072657j),(-0.1632200624562401+0.3695663318918827j),(-0.06477553764399936+0.2461293711992337j),(-0.004608319129800491-0.06772800399095197j),(-0.00023474250496961058+0.015319510466263966j)
(1.0447617374151896+0j),(1.466991127372758+0j),(0.35215479328990884-0.0821115753000702j),(0.6006745445838699+0.5552320835483346j),(0.33404333076873227-0.7131392633113182j),(0.1701916031723128-0.642946815284585j),(0.008945665086527242+0.1726666085410774j),(0.0009754046418608082-0.06311022824296386j),(-0.9484356632423611+0.22114577982042416j),(-0.5392525966237077-0.4984568523536381j),(-0.17993144719658055+0.3841303444227293j),(-0.06548085797523903+0.24737242209685703j),(-0.00267697550469574-0.05167019747245988j),(-0.0002388176413689515+0.015451880387290166j)
(1.0454797088059191+0j),(1.499937946871171+0j),(0.35275650069565273-0.07976051819767718j),(0.6000522702314423+0.554453766478861j),(0.3694224575418146-0.7405534525681982j),(0.17179888427437628-0.6452870254224252j),(0.004910884108997354+0.12792217182778293j),(0.0009910114092243972-0.06356929826603595j),(-0.9513624289200596+0.21510917637186985j),(-0.5394345997504442-0.4984424864942016j),(-0.19926189641382247+0.3994453567778571j),(-0.06619013540773451+0.2486141616691219j),(-0.0014715944677819708-0.03833313028575105j),(-0.0002429723979077366+0.015585678115551841j)
(1.0461976801966486+0j),(1.5402424758921038+0j),(0.3534219819509522-0.07719289537722325j),(0.5994491002688785+0.5536755599227855j),(0.41050216143482005-0.769087788661872j),(0.17341247587002542-0.6476178553360774j),(0.0024437558802361957+0.09021053159617144j),(0.0010069082680014504-0.06403301910266684j),(-0.9544667800438614+0.2084704915247348j),(-0.53963277305261-0.4984267682419959j),(-0.22172399920507108+0.41540638822914205j),(-0.06690361094665558+0.24985499352415216j),(-0.000733301493946122-0.02706960958095071j),(-0.00024720911581870616+0.01572094155805441j)
(1.046915651587378+0j),(1.588493233586975+0j),(0.3541521307569216-0.07438189198017407j),(0.5988639730085749+0.5528975228201606j),(0.45840461869719545-0.7983712845644688j),(0.17503298637088666-0.6499403793839453j),(0.0010101740700653268+0.05797247878154109j),(0.0010231039348306851-0.06450153119372677j),(-0.9577518475077578+0.20115478145754984j),(-0.5398462287275001-0.4984097491584567j),(-0.2479374440159273+0.43181531685522256j),(-0.06762153142380914+0.25109532036999005j),(-0.00030354064064743705-0.017419773354636747j),(-0.00025153024227758994+0.015857710263931856j)
(1.0476336229781074+0j),(1.6456938628361424+0j),(0.35494682270308076-0.07129635608544549j),(0.5982958643281194+0.552119711287772j),(0.5144719864323809-0.8277730120252472j),(0.17666103699079683-0.6522556654273786j),(0.000272142563009422+0.030072698659900678j),(0.0010396075345351038-0.06497498127361032j),(-0.9612180193342071+0.19307495601820313j),(-0.5400741077266448-0.49839147854865373j),(-0.27864441216037733+0.4483321355113585j),(-0.06834414992752298+0.2523355446587089j),(-8.188654959020423e-05-0.009048748210841125j),(-0.0002559383371137398+0.015996025527653276j)
(1.0483515943688368+0j),(1.7131993086514177+0j),(0.35580444887525586-0.06789995534072749j),(0.5977437851951239+0.551342179034497j),(0.5802811497633651-0.8562723739708822j),(0.17829726281115654-0.6545647765163186j),(9.674470326979276e-06+0.005666402013847079j),(0.0010564286266000293-0.06545352277525401j),(-0.9648616570446885+0.18412941049616763j),(-0.5403155777419134-0.49837200381977276j),(-0.3147183985373795+0.46440362634183496j),(-0.06907172625152505+0.25357606922609915j),(-2.9149986742019984e-06-0.001707334231187534j),(-0.00026043608004670506+0.016135930499816705j)
(1.0490695657595666+0j),(1.7926533499628963+0j),(0.35672126368350615-0.06415015025487031j),(0.597206779336273+0.5505649777403068j),(0.6576265420855423-0.882273798856241j),(0.1799423138904015-0.6568687725551057j),(7.615702861813297e-05-0.01588719022096157j),(0.00107357723375664-0.0659373162652063j),(-0.9686732971099573+0.17419914057216765j),(-0.5405698313042407-0.49835137080973846j),(-0.35715576033292484+0.47916127054879465j),(-0.06980452736439982+0.2548172979289918j),(-2.2978189764517945e-05+0.004793502035809841j),(-0.00026502627849765703+0.0162774703062043j)
(1.049787537150296+0j),(1.8858754374492421+0j),(0.35769047039709945-0.059996944455280456j),(0.5966839210386606+0.5497881574026463j),(0.7484343477765742-0.9033519258674806j),(0.1815968564215996-0.6591687119540041j),(0.00037190219514849867-0.03508245162000599j),(0.0010910638728700538-0.06642652991147771j),(-0.9726351245649791+0.16314422768656756j),(-0.5408360839853705-0.4983296240890559j),(-0.4070298737733886+0.4912805264097163j),(-0.07054282790135104+0.2560596362823149j),(-0.00011236441928335738+0.010599612894848402j),(-0.00026971187602997703+0.01642069217584647j)
(1.0505055085410255+0j),(1.9946248522513823+0j),(0.3587009342649219-0.05538136666024293j),(0.5961743130724511+0.5490117666535311j),(0.8545441224004122-0.9159243391177204j),(0.18326157394239032-0.6614656532717852j),(0.0008279728708211826-0.05230662450243338j),(0.0011088995883523922-0.06692133998717127j),(-0.9767174120688742+0.15079956574988956j),(-0.5411135726937769-0.49830680723862636j),(-0.4653727068985889+0.49879950939477563j),(-0.07128691068009872+0.2573034920979238j),(-0.00025050132061466744+0.01582525101548275j),(-0.0002744959614791698+0.016565645578917276j)
(1.0512234799317548+0j),(2.120136823887453+0j),(0.3597353638232566-0.050233636204448456j),(0.5956770847247459+0.54823585305035j),(0.9772568961071114-0.9148846195443745j),(0.18493716860181897-0.6637606568547085j),(0.0013960167703940705-0.06786717678281284j),(0.0011270959883456797-0.06742193141320935j),(-0.9808734800316328+0.13696969081613247j),(-0.5414015540565777-0.49828296310600495j),(-0.5329280737828442+0.4989145637851751j),(-0.07203706724288723+0.25854927612726164j),(-0.0004229392447473688+0.020561137301779327j),(-0.00027938177883892937+0.016712382375370132j)
(1.0519414513224845+0j),(2.262294526607651+0j),(0.36076772851643873-0.04447096795588519j),(0.5951913899352862+0.5474604633430613j),(1.1165162995326043-0.8933136941250058j),(0.1866243624889385-0.6660547864771829j),(0.002041719753141629-0.08201123085050681j),(0.001145665283946757-0.06792849834382107j),(-0.9850325307636618+0.12142258480611097j),(-0.5416993028798408-0.4982581340423208j),(-0.609702470168346+0.48781694111517204j),(-0.07279359842672596+0.2597974027099088j),(-0.0006194075752524327+0.024880191106744994j),(-0.0002843727379776435+0.01686095697531841j)
(1.052659422713214+0j),(2.4183237474889405+0j),(0.3617595740790935-0.03799499187090407j),(0.5947164055253422+0.546685643720181j),(1.2696112240836666-0.8425494933851796j),(0.18832389902840743-0.6683491109893647j),(0.002740498583088632-0.09493960670313353j),(0.0011646203317774572-0.06844124479885398j),(-0.9890894109844778+0.10388237609362097j),(-0.5420061106802556-0.49823236212184985j),(-0.694250606085489+0.46072410620177023j),(-0.07355681496414553+0.2610482904300965j),(-0.0008325351739330418+0.028841672266309487j),(-0.0002894724262681066+0.017011426512275128j)
(1.0533773941039435+0j),(2.5810877724755943+0j),(0.36265474061830916-0.030688813782703418j),(0.5942513295117378+0.5459114400357279j),(1.4294788784977057-0.7531189550778068j),(0.19003654444872392-0.6706447059769952j),(0.0034746124988832504-0.10681713571400547j),(0.0011839746802381618-0.06896038534741392j),(-0.9928899183676783+0.08402099958643398j),(-0.5423212842815971-0.49820568934603326j),(-0.7827363097805045+0.4123835340210647j),(-0.07432703811693482+0.26230236278329355j),(-0.001056991780634592+0.03249422331754158j),(-0.00029468462122272856+0.01716385103048682j)
(1.0540953654946728+0j),(2.737572001643816+0j),(0.363371760948593-0.022413858979650172j),(0.5937953794985232+0.545137898019068j),(1.5831989760351453-0.617150137145654j),(0.19176308932914166-0.6729426554387713j),(0.004231192961997306-0.1177803464835229j),(0.0012037426198220414-0.069486145847828j),(-0.996209629540964+0.06144919487527162j),(-0.5426441444698525-0.4981781578335549j),(-0.868090608520751+0.33839223383349565j),(-0.07510460034550887+0.2635600488550005j),(-0.0012889019597339833+0.035878136677817835j),(-0.0003000133042372337+0.017318293687731315j)
(1.0548133368854022+0j),(2.868944056570515+0j),(0.3637928933213744-0.013006878617100868j),(0.5933477911393278+0.5443650634694023j),(1.7120661735749754-0.4324324952397936j),(0.19350435023183324-0.6752440534866841j),(0.0050008790509692-0.12794326906675854j),(0.0012239392379126638-0.07001876424950312j),(-0.9987233173909941+0.03570787994997299j),(-0.5429740247012774-0.49814980999793024j),(-0.9400295826863211+0.23743202471634264j),(-0.07588984601678768+0.26482178401395895j),(-0.0015254389111514345+0.039027066854681505j),(-0.00030546267555821917+0.017474820975107584j)
(1.0555313082761317+0j),(2.953933552430243+0j),(0.3637483020247036-0.002277972733854939j),(0.5929078166638355+0.5435929824364725j),(1.7949866209681407-0.20680363342708846j),(0.19526117142635532-0.6775500060747993j),(0.0057768592944049-0.13740187202013635j),(0.0012445804785376087-0.07055849146286303j),(-0.9999607826665032+0.006262251631579682j),(-0.543310269857966-0.4981206887139202j),(-0.9869001264821319+0.1137025366105949j),(-0.07668313215368679+0.2660880106220252j),(-0.0017645390474779069+0.04196933939708645j),(-0.00031103717060360385+0.017633502955513598j)
(1.0562492796668612+0j),(2.9757748037888625+0j),(0.3629933507884804+0.009988603486065907j),(0.5924747234622776+0.5428217013889054j),(1.8154440540722867+0.04035404886507224j),(0.19703442671407018-0.6798616327621152j),(0.006554190550378023-0.14623749256268986j),(0.001265683207609184-0.07110559230428273j),(-0.9992433701292252-0.027496497631762602j),(-0.5436522350458567-0.4980908374739504j),(-0.9995061512459107-0.022217220066816645j),(-0.07748482922958723+0.26735917876304327j),(-0.00200469893511911+0.04472896284622126j),(-0.0003167414777809365+0.017794413522709582j)
(1.0569672510575907+0j),(2.929450135706313+0j),(0.36117643163746715+0.02402737285881678j),(0.5920477927221564+0.5420512673714598j),(1.7687757659357297+0.2824344065305514j),(0.19882502136080524-0.682180068515278j),(0.007329308431373851-0.15451951591197452j),(0.0012872652842487531-0.07166034652373848j),(-0.9955938833611846-0.06623218836019697j),(-0.5439992844303505-0.49806030053560496j),(-0.9751369022720188-0.15570781643626685j),(-0.07829532201143458+0.2686357469931363j),(-0.002244829213141947+0.04732641920688456j),(-0.0003225805579664134+0.017957630683083873j)
(1.0576852224483202+0j),(2.8239867123798748+0j),(0.35779462105242876+0.04007173485994481j),(0.59162631811175+0.5412817281523442j),(1.6645141338886051+0.49448409746535976j),(0.200633894146729-0.6845064655571195j),(0.008099671883682717-0.1623074882569915j),(0.0013093456388660408-0.07222304992380507j),(-0.9876121736105721-0.11060907804865386j),(-0.5443507901049426-0.4980291230611593j),(-0.9189039326191314-0.2729825914526899j),(-0.07911501045542517+0.2699181831149268j),(-0.0024841484421819736+0.04977928734623647j),(-0.0003285596658278864+0.01812323686248893j)
(1.05840319383905+0j),(2.677852795766403+0j),(0.3521358616439214+0.05830934877093402j),(0.5912096045052269+0.5405131323616246j),(1.5218409558501598+0.6610167934377275j),(0.20246201954321766-0.6868419952672296j),(0.008863502840865855-0.16965279793149438j),(0.0013319443587512469-0.07279401557969364j),(-0.9733124833394043-0.16116852395888578j),(-0.5447061309885021-0.49799735125002303j),(-0.8412814264762063-0.36541344794953257j),(-0.07994431065959483+0.2712069649783298j),(-0.0027221052695256963+0.05210273901079786j),(-0.0003346843731987534+0.018291319240806278j)
(1.0591211652297792+0j),(2.511101853838948+0j),(0.3432120332226842+0.07879270685044279j),(0.5907969667444506+0.5397455296216707j),(1.3617986785823961+0.7782025972163018j),(0.2043104100272944-0.6891878501409765j),(0.009619593986029238-0.1766000241016537j),(0.0013550827820352105-0.07337357517118666j),(-0.9499342665377932-0.21808061765112888j),(-0.5450646917469917-0.49796503246487955j),(-0.7538309288077746-0.43077820230436714j),(-0.08078365587798485+0.2725025813106588j),(-0.0029583208930016053+0.05430993675650558j),(-0.00034096059473623044+0.018461970117218462j)
(1.0598391366205089+0j),(2.3393712260276436+0j),(0.329702925375299+0.1012747732435482j),(0.5903877284327499+0.5389789706704687j),(1.201345232156771+0.8509203000181808j),(0.20618011854520535-0.6915452458137191j),(0.010367165789612623-0.1831880270668158j),(0.0013787836009866218-0.07396208043870332j),(-0.9137817074904439-0.2806861210432263j),(-0.5454258617355696-0.49793221535223137j),(-0.665912985925821-0.4716703097516085j),(-0.08163349760149823+0.27380553257895357j),(-0.0031925462213143354+0.05641235564961906j),(-0.0003473946161285629+0.018635287309543894j)
(1.0605571080112381+0j),(2.171793408379758+0j),(0.3099662970822373+0.12493565367284422j),(0.5899812207561476+0.5382135074785716j),(1.0512553609245094+0.8881555143165221j),(0.20807224113770248-0.6939154231572602j),(0.011105759520739545-0.1894508360214219j),(0.0014030709757443093-0.07455990477725719j),(-0.8602453767611415-0.3467322721095096j),(-0.5457890339571522-0.4978989499579918j),(-0.583507028050049-0.4929772573519476j),(-0.08249430671100591+0.2751163318875788j),(-0.0034246297717839855+0.05842004521318171j),(-0.0003539931251509756+0.018811374591409354j)
(1.0612750794019676+0j),(2.011888599495951+0j),(0.2822316856238806+0.14799434773389084j),(0.5895767813276539+0.5374491933603514j),(0.9168194392843334+0.8994243635411796j),(0.20998791974076922-0.6962996504559467j),(0.011835156739202997-0.19541837677140927j),(0.0014279706597328963-0.07516744498385182j),(-0.7843347490492324-0.41128305397026765j),(-0.5461536040335975-0.4978652878386983j),(-0.5095766219480002-0.49990827989948816j),(-0.08336657470878482+0.2764355059143261j),(-0.0036544934785607487+0.06034184415458237j),(-0.0003607632459112007+0.01899034217152499j)
(1.0619930507926971+0j),(1.8598447390759163+0j),(0.245162962682975+0.16731491145969168j),(0.5891737530504+0.5366860830801725j),(0.799561012999978+0.892922698439946j),(0.21192834517677997-0.6986992256702349j),(0.012555318428241043-0.20111707202497972j),(0.00145351013818291-0.07578512317588854j),(-0.6822412350566782-0.4656051248053618j),(-0.5465189691857647-0.49783128216886274j),(-0.4450048139756427-0.4969663263382603j),(-0.08425081503492594+0.27776359588844j),(-0.003882114373264442+0.06218555749735895j),(-0.00036771257667260536+0.019172307219882594j)
(1.0627110221834266+0j),(1.7152007480059352+0j),(0.19892605286441833+0.17836990111901874j),(0.5887714829954555+0.535924232954022j),(0.6988523647374251+0.8749686259667733j),(0.21389476035248717-0.701115478795964j),(0.013266338795940346-0.20657033950767906j),(0.0014797187813763695-0.07641338890048704j),(-0.5543215840826651-0.4970404063079278j),(-0.5468845272187364-0.4977969878449201j),(-0.38948035642691586-0.4876324521445209j),(-0.08514756447597704+0.2791011586141956j),(-0.004107510655594159+0.0639581035663843j),(-0.0003748492316975647+0.01935739444633653j)
(1.063428993574156+0j),(1.5792824799977694+0j),(0.14648612491313848+0.1761801653339861j),(0.588369321290265+0.5351637009470807j),(0.6130533071790817+0.850114443108079j),(0.2158884636817951-0.7035497743280921j),(0.01396841010096016-0.21179900760048506j),(0.001506628014472055-0.07705272145732608j),(-0.40874573889791227-0.4916021357060118j),(-0.5472496755085327-0.49776246158618503j),(-0.34212513598173205-0.47442125512166233j),(-0.08605738467378102+0.28044876754389536j),(-0.0043307310666465945+0.06566563663800859j),(-0.0003821818876173988+0.019545736737769083j)
(1.0641469649648854+0j),(1.4563314311968314+0j),(0.09405575264503532+0.15753001932772656j),(0.5879666200136964+0.5344045467676575j),(0.5401917557916094+0.8214959589801374j),(0.21791081275299076-0.7060035138381652j),(0.014661795811051497-0.2168216639823606j),(0.0015342715060347083-0.07770363246070452j),(-0.2628018018569342-0.4401556710956738j),(-0.5476138099866549-0.49772776203317687j),(-0.30187067303807136-0.4590694607547023j),(-0.08698086374323251+0.28180701390439833j),(-0.004551846761385459+0.06731364982264981j),(-0.0003897198349089609+0.01973747586089061j)
(1.064864936355615+0j),(1.3521687028002534+0j),(0.049401977060552375+0.12335472401658097j),(0.5875627320936917+0.5336468319578564j),(0.4783206468003551+0.7912023212568494j),(0.21996322826203463-0.7084781386754014j),(0.015346810092439682-0.22165494952931847j),(0.001562685377708465-0.0783666686701283j),(-0.13822071575596978-0.345131495943035j),(-0.5479763241187646-0.4976929498436272j),(-0.2676565841912248-0.4427375488145439j),(-0.08791861800853618+0.2831765078815778j),(-0.004770945082145924+0.06890706179463083j),(-0.0003974730351442942+0.01993276323871398j)
(1.0655829077463446+0j),(1.2709629883270677+0j),(0.018453533377069824+0.07903244753104403j),(0.58715701020355+0.5328906199812956j),(0.42567870975267863+0.7605852174232158j),(0.22204719823561206-0.7109751328018817j),(0.016023802131255132-0.22631380723009295j),(0.0015919084378438462-0.07904241512289366j),(-0.05170038534544762-0.22142144318150364j),(-0.548336607873785-0.4976580877864399j),(-0.2385207523987037-0.42617907395115034j),(-0.08887129386848394+0.2845578798673927j),(-0.0049881247850253755+0.07045029024890097j),(-0.0004054521847805748+0.020131760809885244j)
(1.0663008791370738+0j),(1.2128523996840956+0j),(0.0028690511302835197+0.03185038065794754j),(0.5867488056528223+0.5321359763081416j),(0.380744101767223+0.730491871019392j),(0.22416428257007454-0.7134960257731086j),(0.016693144158051027-0.2308116939418899j),(0.0016219824423213429-0.079731498607003j),(-0.00804891936535544-0.08935398291293704j),(-0.5486940466796392-0.49762324083382714j),(-0.2136301121727462-0.4098686220556607j),(-0.08983956980234806+0.28595178177461505j),(-0.00520349238131909+0.07194731439294064j),(-0.0004136687863760302+0.020334641981387538j)
(1.0670188505278035+0j),(1.1743247165083055+0j),(0.0004168442104113868-0.012174201595500284j),(0.5863374672687589+0.5313829684976779j),(0.3422348719108137+0.7014312260272073j),(0.22631611791495898-0.7160423958758623j),(0.017355222320252724-0.23516076129435343j),(0.0016529523863232916-0.0804345915183881j),(-0.0011710022024947263+0.03419986778244148j),(-0.5490480203617574-0.49758847625180463j),(-0.19228180637680073-0.3940932799646237j),(-0.09082415852912881+0.28735888842457j),(-0.005417159337869401+0.07340172833508442j),(-0.0004221352282564922+0.020541592686682233j)
(1.0677368219185328+0j),(1.1503319484310162+0j),(0.007112195939554595-0.04977707223455581j),(0.5859223402641847+0.5306316662785783j),(0.309086240861224+0.6736888173386039j),(0.22850442293278966-0.7186158734362161j),(0.01801042975142461-0.2393720108565251j),(0.001684866831407662-0.08115241615305568j),(-0.02000653632598386+0.14002240831460136j),(-0.5493979020603766-0.49755386368918225j),(-0.1738913032826014-0.37901598637165657j),(-0.09182580933423526+0.2887798990136743j),(-0.005629239941125421+0.07481678687841826j),(-0.00043086487382166605+0.02075281256317256j)
(1.0684547933092625+0j),(1.1361488346550412+0j),(0.019106233622050557-0.08011223828111728j),(0.5855027650875606+0.5298821416270013j),(0.2804202262773785+0.6474047036482539j),(0.23073100397012836-0.7212181443114292j),(0.018659161339246593-0.24345542773609402j),(0.0017177782729480909-0.08188574949251547j),(-0.053817948818289635+0.225658098022831j),(-0.5497430571225183-0.49751947526514556j),(-0.15797610019791494-0.36471859284134833j),(-0.09284531057913041+0.290215538664964j),(-0.005839849675429922+0.07619544495045819j),(-0.0004398721618743731+0.020968516265000275j)
(1.0691727646999918+0j),(1.128181215105053+0j),(0.03352487970901277-0.10373992598665185j),(0.5850780762508886+0.5291344688425734j),(0.2555150613386132+0.6226257307003342j),(0.2329977611785065-0.7238509535804224j),(0.01930180980946879-0.24742009602661638j),(0.0017517435538484337-0.08263542854997415j),(-0.09455897523122896+0.2926048110240992j),(-0.5500828419643763-0.49748538565546957j),(-0.14413917404648227-0.35123079670165624j),(-0.09388349241110522+0.29166656007125524j),(-0.0060491040005491116+0.07754039167646531j),(-0.0004491727195865981+0.02118893492968859j)
(1.0698907360907215+0j),(1.1240017200635404+0j),(0.04853215700927311-0.12177070399923123j),(0.5846476011309455+0.5283887246222778j),(0.23377757618321163+0.5993403054351344j),(0.2353066951280023-0.7265161094486103j),(0.019938762830620557-0.2512742989145913j),(0.0017868243314456084-0.08340235635554737j),(-0.13707182723796282+0.3439231620807312j),(-0.5504166028996543-0.4974516721773669j),(-0.13205396796425972-0.3385494314116537j),(-0.09494122969218335+0.29313374523708363j),(-0.006257117439646663+0.07885407992610866j),(-0.0004587834899908885+0.021414317820098783j)
(1.070608707481451+0j),(1.1220829806777044+0j),(0.06308702832431949-0.13537689587120513j),(0.5842106587391511+0.5276449881322126j),(0.21471956443171542+0.5775013869219491j),(0.23765991396084443-0.7292154873840307j),(0.02057040091092369-0.25502560577174915j),(0.0018230876057146728-0.08418750867145752j),(-0.1784191094425556+0.3828651601129057j),(-0.5507436749291642-0.4974184148729149j),(-0.12145150749169742-0.3266512495302774j),(-0.0960194451682148+0.29461790732710563j),(-0.006464002908870089+0.08013875201963286j),(-0.0004687228762135858+0.021644934166656637j)
(1.0713266788721802+0j),(1.121503973295611+0j),(0.0766693686542687-0.14558477578272272j),(0.5837665584551619+0.5269033410771126j),(0.19793814972656798+0.5570415874472684j),(0.2400596411376026-0.7319510345029427j),(0.02119709590992835-0.25868094816407705j),(0.0018606063183305177-0.08499194154331163j),(-0.2171228251694318+0.4122869194624978j),(-0.5510633804867601-0.4973856965909496j),(-0.11210967569393074-0.3155013412170104j),(-0.09711911290152184+0.2961198926292243j),(-0.006669871235024048+0.0813964621634887j),(-0.0004790109050599487+0.021881075238954373j)
(1.0720446502629097+0j),(1.1217236340149441+0j),(0.08906961165483099-0.15321985411754627j),(0.5833145987190353+0.5261638677674834j),(0.18309974706518814+0.5378830088264172j),(0.2425082238343447-0.7347247742244091j),(0.021819210026647152-0.2622466863885759j),(0.0018994600338718228-0.08581679981152045j),(-0.25257773287413215+0.4344907613865865j),(-0.5513750281363847-0.49735360306726006j),(-0.1038444383989719-0.3050586353679797j),(-0.09824126199305173+0.2976405826413198j),(-0.006874830819581476+0.08262909609080574j),(-0.000489669413034312+0.022123056680762962j)
(1.0727626216536392+0j),(1.1224295459889606+0j),(0.10025040909517884-0.1589185095202096j),(0.5828540656765222+0.5254266551841102j),(0.16992708275619503+0.5199435731263382j),(0.24500814205567603-0.7375388112147876j),(0.02243709515630444-0.26572866788693583j),(0.0019397357165456175-0.08666332672842732j),(-0.28466441024402533+0.4512544556948403j),(-0.5516779112146905-0.49732222300284j),(-0.09650273397159873-0.295279454597853j),(-0.09938698062290151+0.29918089629113104j),(-0.007078987416394427+0.08383838830483895j),(-0.000500722258450283+0.022371221148390078j)
(1.0734805930443687+0j),(1.1234437461036468+0j),(0.11026288351916186-0.16316098328060666j),(0.5823842317717114+0.5246917930396432j),(0.15818873941220504+0.5031410236415511j),(0.24756201853604412-0.7403953366447086j),(0.023051092531316784-0.26913227867025846j),(0.0019815286183481867-0.08753287485250481j),(-0.3135144010329034+0.4639214603549649j),(-0.5519713064133229-0.4972916481398944j),(-0.08995674029937514-0.2861197741752323j),(-0.10055742044140273+0.30074179229959663j),(-0.007282443997529582+0.08502593726006452j),(-0.0005121955639793806+0.022625941299393937j)
(1.0741985644350982+0j),(1.1246662691880187+0j),(0.11919856859730013-0.16630624450870662j),(0.5819043542808985+0.5239593738368667j),(0.14769074962633263+0.48739538156830803j),(0.25017262950990443-0.7432966337825961j),(0.02366153258040789-0.27246248871173095j),(0.0020249432976652934-0.08842691842197324j),(-0.33937506455154615+0.47349723347890865j),(-0.5522544722945565-0.49726197333520034j),(-0.08409926105310318-0.2775366198241688j),(-0.10175380134661513+0.3023242716986659j),(-0.007485300687155999+0.08619321876330446j),(-0.000524117994830248+0.022887623187166972j)
